The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
6020 : 43, Self-emp-inc, 147206, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 45, United-States, >50K. Correct
6021 : 50, Private, 162868, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
6022 : 68, Self-emp-not-inc, 335701, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
6023 : 55, Private, 250322, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
6024 : 52, Local-gov, 182856, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 10520, 0, 45, United-States, >50K. Correct
6025 : 24, Private, 97743, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K. Correct
6026 : 42, Private, 227065, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K. Correct
6027 : 51, Private, 59840, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K. Correct
6028 : 26, Private, 140446, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
6029 : 32, Federal-gov, 86150, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 1977, 40, United-States, >50K. Correct
6030 : 51, Private, 147876, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
6031 : 26, Private, 219199, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6032 : 46, Private, 28497, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States, <=50K. Error
6033 : 27, Private, 405177, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K. Correct
6034 : 29, Private, 320451, Bachelors, 13, Married-spouse-absent, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K. Unclassified
6035 : 71, Self-emp-not-inc, 30661, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 6514, 0, 40, United-States, >50K. Error
6036 : 30, Local-gov, 38268, HS-grad, 9, Separated, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, >50K. Error
6037 : 42, Private, 199900, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K. Error
6038 : 39, Self-emp-inc, 172538, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
6039 : 17, Private, 194517, 11th, 7, Never-married, Farming-fishing, Own-child, White, Female, 0, 0, 18, United-States, <=50K. Correct
6040 : 20, Private, 129024, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K. Correct
6041 : 37, Private, 203828, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K. Correct
6042 : 40, Private, 146659, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6043 : 27, Private, 29261, Assoc-acdm, 12, Never-married, Other-service, Other-relative, White, Male, 0, 0, 42, United-States, <=50K. Correct
6044 : 19, Private, 366109, 10th, 6, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K. Correct
6045 : 29, Private, 212091, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6046 : 42, Private, 202872, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 36, United-States, >50K. Error
6047 : 31, Private, 373903, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
6048 : 41, Private, 289403, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K. Unclassified
6049 : 21, Private, 60552, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
6050 : 46, Private, 188325, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
6051 : 21, ?, 398480, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Unclassified
6052 : 37, Federal-gov, 254202, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 27828, 0, 50, United-States, >50K. Correct
6053 : 41, Self-emp-inc, 277858, Bachelors, 13, Widowed, Exec-managerial, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K. Correct
6054 : 50, Private, 102346, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 36, ?, <=50K. Unclassified
6055 : 34, Private, 226629, 12th, 8, Separated, Sales, Unmarried, White, Female, 0, 0, 34, United-States, <=50K. Correct
6056 : 47, Private, 219632, 1st-4th, 2, Widowed, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, Mexico, <=50K. Correct
6057 : 21, Private, 449101, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
6058 : 49, Private, 330535, Doctorate, 16, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, >50K. Correct
6059 : 38, Private, 202937, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K. Error
6060 : 43, Federal-gov, 269733, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
6061 : 40, Self-emp-not-inc, 355856, Bachelors, 13, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K. Correct
6062 : 48, Self-emp-inc, 275100, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, Greece, >50K. Correct
6063 : 30, State-gov, 136997, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
6064 : 38, Private, 136931, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 38, Thailand, <=50K. Correct
6065 : 31, ?, 346736, HS-grad, 9, Never-married, ?, Other-relative, White, Female, 0, 0, 45, United-States, <=50K. Unclassified
6066 : 30, Local-gov, 264936, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
6067 : 37, Private, 269722, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States, <=50K. Correct
6068 : 28, Private, 251905, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K. Correct
6069 : 57, Private, 180636, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
6070 : 25, Private, 116915, Some-college, 10, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K. Correct
6071 : 40, Self-emp-not-inc, 182516, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K. Error
6072 : 49, Local-gov, 199862, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 2179, 40, United-States, <=50K. Error
6073 : 44, Private, 127482, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 7688, 0, 40, United-States, >50K. Correct
6074 : 44, Private, 142968, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
6075 : 18, Private, 115258, 10th, 6, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K. Correct
6076 : 45, Private, 190822, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 31, United-States, <=50K. Correct
6077 : 50, Local-gov, 68898, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
6078 : 17, Self-emp-inc, 151999, 12th, 8, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K. Correct
6079 : 28, Self-emp-not-inc, 236471, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6080 : 38, Local-gov, 29075, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female, 5013, 0, 40, United-States, <=50K. Error
6081 : 43, State-gov, 186990, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 37, United-States, <=50K. Correct
6082 : 48, Private, 210369, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
6083 : 57, ?, 179644, Assoc-voc, 11, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 5, United-States, <=50K. Unclassified
6084 : 28, Private, 119128, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6085 : 46, Private, 188386, HS-grad, 9, Divorced, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
6086 : 28, Private, 120645, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K. Correct
6087 : 58, Local-gov, 303176, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6088 : 23, Private, 358434, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
6089 : 57, Private, 36091, HS-grad, 9, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K. Correct
6090 : 48, Private, 250648, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K. Correct
6091 : 49, Private, 131918, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
6092 : 40, Self-emp-not-inc, 151504, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
6093 : 41, Private, 161880, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K. Correct
6094 : 45, Private, 123681, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6095 : 27, Private, 94090, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K. Correct
6096 : 22, ?, 129980, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K. Unclassified
6097 : 50, Private, 237258, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 48, United-States, >50K. Correct
6098 : 65, Self-emp-not-inc, 147377, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 16, United-States, <=50K. Error
6099 : 36, Federal-gov, 253627, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Puerto-Rico, >50K. Correct
6100 : 63, ?, 528618, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
6101 : 22, Private, 27881, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K. Correct
6102 : 28, Private, 79874, Assoc-voc, 11, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6103 : 18, Private, 156981, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
6104 : 46, Local-gov, 195418, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K. Correct
6105 : 37, Private, 175185, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6106 : 46, Private, 273796, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, >50K. Correct
6107 : 37, State-gov, 373699, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
6108 : 31, Private, 82508, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6109 : 38, Private, 162551, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 35, Hong, <=50K. Correct
6110 : 24, Private, 166297, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, 0, 0, 25, United-States, <=50K. Correct
6111 : 25, Local-gov, 100125, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
6112 : 30, Private, 175690, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
6113 : 45, Private, 184441, 7th-8th, 4, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 42, United-States, <=50K. Correct
6114 : 28, Self-emp-inc, 167737, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 40, United-States, >50K. Correct
6115 : 58, Private, 186121, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6116 : 44, Self-emp-not-inc, 177851, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
6117 : 35, Private, 106961, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
6118 : 54, Private, 419712, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
6119 : 40, Local-gov, 208875, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Error
6120 : 24, Private, 373628, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 1504, 40, United-States, <=50K. Correct
6121 : 26, Private, 331861, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, England, <=50K. Correct
6122 : 29, Private, 249948, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Correct
6123 : 50, Private, 99316, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
6124 : 22, Private, 252570, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
6125 : 17, Private, 89160, 12th, 8, Never-married, Priv-house-serv, Own-child, White, Female, 0, 0, 18, United-States, <=50K. Correct
6126 : 25, Private, 49092, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K. Correct
6127 : 35, Private, 87757, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6128 : 42, Private, 806552, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
6129 : 45, Self-emp-not-inc, 70754, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 60, United-States, >50K. Correct
6130 : 28, Private, 150437, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K. Correct
6131 : 71, ?, 46836, 7th-8th, 4, Separated, ?, Not-in-family, Black, Male, 0, 0, 15, United-States, <=50K. Unclassified
6132 : 34, State-gov, 117186, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
6133 : 49, Private, 239625, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
6134 : 39, Private, 128483, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 60, United-States, <=50K. Correct
6135 : 17, Private, 53367, 12th, 8, Never-married, Other-service, Other-relative, White, Female, 0, 0, 25, United-States, <=50K. Correct
6136 : 20, Private, 358355, 9th, 5, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
6137 : 53, Private, 139522, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 1573, 40, Italy, <=50K. Correct
6138 : 26, Private, 93017, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6139 : 49, Private, 101320, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 1564, 40, Canada, >50K. Error
6140 : 57, Self-emp-inc, 105582, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 40, United-States, >50K. Correct
6141 : 40, Private, 121718, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K. Correct
6142 : 19, Private, 111836, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 35, United-States, <=50K. Correct
6143 : 58, Private, 96840, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Female, 0, 0, 37, United-States, <=50K. Correct
6144 : 62, Local-gov, 176839, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 10, United-States, <=50K. Error
6145 : 41, Local-gov, 193553, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 64, United-States, >50K. Correct
6146 : 46, Private, 168232, HS-grad, 9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
6147 : 53, Self-emp-not-inc, 146325, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Yugoslavia, >50K. Correct
6148 : 33, Private, 111567, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
6149 : 58, Private, 478354, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K. Correct
6150 : 30, Private, 209768, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
